userId	geneSymbol	geneName	entrezgene	gLink
ADCY8	ADCY8	adenylate cyclase 8	114	https://www.ncbi.nlm.nih.gov/gene/?term=114
IL17D	IL17D	interleukin 17D	53342	https://www.ncbi.nlm.nih.gov/gene/?term=53342
PACRG	PACRG	parkin coregulated	135138	https://www.ncbi.nlm.nih.gov/gene/?term=135138
ZNF853	ZNF853	zinc finger protein 853	54753	https://www.ncbi.nlm.nih.gov/gene/?term=54753
FAIM2	FAIM2	Fas apoptotic inhibitory molecule 2	23017	https://www.ncbi.nlm.nih.gov/gene/?term=23017
DPY19L2P4	DPY19L2P4	DPY19L2 pseudogene 4	442523	https://www.ncbi.nlm.nih.gov/gene/?term=442523
MAPK4	MAPK4	mitogen-activated protein kinase 4	5596	https://www.ncbi.nlm.nih.gov/gene/?term=5596
FAM181B	FAM181B	family with sequence similarity 181 member B	220382	https://www.ncbi.nlm.nih.gov/gene/?term=220382
SYN1	SYN1	synapsin I	6853	https://www.ncbi.nlm.nih.gov/gene/?term=6853
UNC13A	UNC13A	unc-13 homolog A	23025	https://www.ncbi.nlm.nih.gov/gene/?term=23025
EDNRB	EDNRB	endothelin receptor type B	1910	https://www.ncbi.nlm.nih.gov/gene/?term=1910
DNER	DNER	delta/notch like EGF repeat containing	92737	https://www.ncbi.nlm.nih.gov/gene/?term=92737
SLC1A2	SLC1A2	solute carrier family 1 member 2	6506	https://www.ncbi.nlm.nih.gov/gene/?term=6506
DSCAM	DSCAM	DS cell adhesion molecule	1826	https://www.ncbi.nlm.nih.gov/gene/?term=1826
TSPAN7	TSPAN7	tetraspanin 7	7102	https://www.ncbi.nlm.nih.gov/gene/?term=7102
CAMK2B	CAMK2B	calcium/calmodulin dependent protein kinase II beta	816	https://www.ncbi.nlm.nih.gov/gene/?term=816
TMOD1	TMOD1	tropomodulin 1	7111	https://www.ncbi.nlm.nih.gov/gene/?term=7111
GPR173	GPR173	G protein-coupled receptor 173	54328	https://www.ncbi.nlm.nih.gov/gene/?term=54328
PHKG1	PHKG1	phosphorylase kinase catalytic subunit gamma 1	5260	https://www.ncbi.nlm.nih.gov/gene/?term=5260
GPM6B	GPM6B	glycoprotein M6B	2824	https://www.ncbi.nlm.nih.gov/gene/?term=2824
PDE8B	PDE8B	phosphodiesterase 8B	8622	https://www.ncbi.nlm.nih.gov/gene/?term=8622
CALY	CALY	calcyon neuron specific vesicular protein	50632	https://www.ncbi.nlm.nih.gov/gene/?term=50632
CNTNAP4	CNTNAP4	contactin associated protein like 4	85445	https://www.ncbi.nlm.nih.gov/gene/?term=85445
NALCN	NALCN	sodium leak channel, non-selective	259232	https://www.ncbi.nlm.nih.gov/gene/?term=259232
NKAIN4	NKAIN4	sodium/potassium transporting ATPase interacting 4	128414	https://www.ncbi.nlm.nih.gov/gene/?term=128414
FBLL1	FBLL1	fibrillarin like 1	345630	https://www.ncbi.nlm.nih.gov/gene/?term=345630
AQP4	AQP4	aquaporin 4	361	https://www.ncbi.nlm.nih.gov/gene/?term=361
C21orf62	C21orf62	chromosome 21 open reading frame 62	56245	https://www.ncbi.nlm.nih.gov/gene/?term=56245
CPEB1	CPEB1	cytoplasmic polyadenylation element binding protein 1	64506	https://www.ncbi.nlm.nih.gov/gene/?term=64506
FAM43B	FAM43B	family with sequence similarity 43 member B	163933	https://www.ncbi.nlm.nih.gov/gene/?term=163933
ACSBG1	ACSBG1	acyl-CoA synthetase bubblegum family member 1	23205	https://www.ncbi.nlm.nih.gov/gene/?term=23205
PIRT	PIRT	phosphoinositide interacting regulator of transient receptor potential channels	644139	https://www.ncbi.nlm.nih.gov/gene/?term=644139
PALM	PALM	paralemmin	5064	https://www.ncbi.nlm.nih.gov/gene/?term=5064
PNMA2	PNMA2	PNMA family member 2	10687	https://www.ncbi.nlm.nih.gov/gene/?term=10687
SYT3	SYT3	synaptotagmin 3	84258	https://www.ncbi.nlm.nih.gov/gene/?term=84258
BRSK1	BRSK1	BR serine/threonine kinase 1	84446	https://www.ncbi.nlm.nih.gov/gene/?term=84446
PDE2A	PDE2A	phosphodiesterase 2A	5138	https://www.ncbi.nlm.nih.gov/gene/?term=5138
GAP43	GAP43	growth associated protein 43	2596	https://www.ncbi.nlm.nih.gov/gene/?term=2596
LONRF2	LONRF2	LON peptidase N-terminal domain and ring finger 2	164832	https://www.ncbi.nlm.nih.gov/gene/?term=164832
PTPN5	PTPN5	protein tyrosine phosphatase, non-receptor type 5	84867	https://www.ncbi.nlm.nih.gov/gene/?term=84867
KIF1A	KIF1A	kinesin family member 1A	547	https://www.ncbi.nlm.nih.gov/gene/?term=547
SLITRK3	SLITRK3	SLIT and NTRK like family member 3	22865	https://www.ncbi.nlm.nih.gov/gene/?term=22865
CHRNB2	CHRNB2	cholinergic receptor nicotinic beta 2 subunit	1141	https://www.ncbi.nlm.nih.gov/gene/?term=1141
FAM171B	FAM171B	family with sequence similarity 171 member B	165215	https://www.ncbi.nlm.nih.gov/gene/?term=165215
LRP1B	LRP1B	LDL receptor related protein 1B	53353	https://www.ncbi.nlm.nih.gov/gene/?term=53353
CPE	CPE	carboxypeptidase E	1363	https://www.ncbi.nlm.nih.gov/gene/?term=1363
APLP1	APLP1	amyloid beta precursor like protein 1	333	https://www.ncbi.nlm.nih.gov/gene/?term=333
CAMKV	CAMKV	CaM kinase like vesicle associated	79012	https://www.ncbi.nlm.nih.gov/gene/?term=79012
ADCY2	ADCY2	adenylate cyclase 2	108	https://www.ncbi.nlm.nih.gov/gene/?term=108
DACT3	DACT3	dishevelled binding antagonist of beta catenin 3	147906	https://www.ncbi.nlm.nih.gov/gene/?term=147906
PHYHIP	PHYHIP	phytanoyl-CoA 2-hydroxylase interacting protein	9796	https://www.ncbi.nlm.nih.gov/gene/?term=9796
ARPP21	ARPP21	cAMP regulated phosphoprotein 21	10777	https://www.ncbi.nlm.nih.gov/gene/?term=10777
SCN2B	SCN2B	sodium voltage-gated channel beta subunit 2	6327	https://www.ncbi.nlm.nih.gov/gene/?term=6327
KCNN2	KCNN2	potassium calcium-activated channel subfamily N member 2	3781	https://www.ncbi.nlm.nih.gov/gene/?term=3781
PRSS35	PRSS35	serine protease 35	167681	https://www.ncbi.nlm.nih.gov/gene/?term=167681
MDGA2	MDGA2	MAM domain containing glycosylphosphatidylinositol anchor 2	161357	https://www.ncbi.nlm.nih.gov/gene/?term=161357
MYEF2	MYEF2	myelin expression factor 2	50804	https://www.ncbi.nlm.nih.gov/gene/?term=50804
ARC	ARC	activity regulated cytoskeleton associated protein	23237	https://www.ncbi.nlm.nih.gov/gene/?term=23237
SLC25A18	SLC25A18	solute carrier family 25 member 18	83733	https://www.ncbi.nlm.nih.gov/gene/?term=83733
BAALC	BAALC	BAALC, MAP3K1 and KLF4 binding	79870	https://www.ncbi.nlm.nih.gov/gene/?term=79870
KCTD8	KCTD8	potassium channel tetramerization domain containing 8	386617	https://www.ncbi.nlm.nih.gov/gene/?term=386617
IPW	IPW	imprinted in Prader-Willi syndrome	3653	https://www.ncbi.nlm.nih.gov/gene/?term=3653
GAL3ST3	GAL3ST3	galactose-3-O-sulfotransferase 3	89792	https://www.ncbi.nlm.nih.gov/gene/?term=89792
