algorithm	0	1	2	3	4	5	minimum_rank_avg	min_node_zscore	avg_recon_dist	seed	noise	sample_size	num_genes	data_file
adage	1.9680000000000002	1.016	1.13	1.0	1.12	1.04	1.0612	-2.1053478379987647	3.4631319817096764	916906	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
pca	1.504	1.056	1.2	1.0133333333333334	1.0	1.04	1.0618666666666667	-2.090300060809984	3.2850788351391924	916906	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
ica	1.304	2.016	1.87	1.36	1.2	1.04	1.4972	-2.179113107318845	3.2850761850632617	916906	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
nmf	1.024	1.528	1.4	1.36	1.5	1.56	1.4696000000000002	-2.0121518761588058	3.2851257585233378	916906	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
tybalt	3.08	1.192	1.6	2.4266666666666667	1.68	1.24	1.627733333333333	1.3373635180660988	3.291199527186848	61260	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
adage	2.6	1.0	1.13	2.533333333333333	1.1	1.28	1.4086666666666667	0.4462172542932181	3.4447455972474015	61260	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
pca	1.536	1.04	1.22	1.0533333333333332	1.02	1.04	1.0746666666666669	-2.0983571318679783	3.285075206416816	61260	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
ica	1.536	1.984	2.4	1.3333333333333333	1.16	1.12	1.5994666666666668	2.1282860829485712	3.2850761850632595	61260	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
nmf	1.008	1.528	1.4	1.36	1.5	1.56	1.4696000000000002	-2.0115772270471184	3.2851261341734803	61260	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
tybalt	3.0639999999999996	1.256	1.11	1.4533333333333334	1.62	1.04	1.2958666666666667	-1.7973667930019934	3.296121542343481	590522	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
adage	1.8319999999999999	1.032	1.74	1.12	1.06	1.4	1.2704	-1.886998532559568	3.3163675407968287	590522	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
pca	1.464	1.048	1.18	1.0266666666666666	1.0	1.04	1.0589333333333333	-2.1084316521813737	3.285078536957549	590522	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
ica	1.3119999999999998	2.008	1.87	1.36	1.22	1.04	1.4996	2.1187954898244192	3.285076185063259	590522	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
nmf	1.008	1.528	1.4	1.36	1.5	1.56	1.4696000000000002	-2.0116039618941315	3.285125278573205	590522	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
tybalt	3.2	1.4080000000000001	1.1	1.5466666666666666	1.22	1.16	1.2869333333333333	0.2651954398516447	3.291385956062056	561493	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
adage	2.2319999999999998	1.032	1.17	2.1866666666666665	1.22	1.44	1.409733333333333	0.08223725156061829	3.6689677447712175	561493	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
pca	1.56	1.064	1.25	1.0133333333333334	1.04	1.0	1.0734666666666668	-2.0924348602133467	3.285077108776399	561493	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
ica	1.536	1.96	2.41	1.3333333333333333	1.16	1.12	1.596666666666667	-2.102426230897001	3.2850761850632586	561493	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
nmf	1.016	1.528	1.4	1.36	1.5	1.56	1.4696000000000002	-2.011640029638567	3.2851266015905343	561493	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
tybalt	3.136	1.4880000000000002	1.97	1.68	1.74	1.76	1.7276	-0.07837080262127415	3.3037790316808655	921423	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
adage	2.24	1.136	1.37	2.16	1.3	1.8	1.5532	-0.017101785078173438	3.463155110584111	921423	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
pca	1.528	1.048	1.19	1.0133333333333334	1.0	1.04	1.058266666666667	-2.104357468577416	3.2850760044761365	921423	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
ica	1.304	2.016	1.88	1.36	1.18	1.04	1.4952	-2.104086930384771	3.2850761850632595	921423	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
nmf	1.008	1.528	1.4	1.36	1.5	1.56	1.4696000000000002	-2.0119237306541797	3.2851254563573407	921423	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
tybalt	3.248	1.256	1.08	1.0133333333333334	1.02	1.04	1.0818666666666668	2.111817942494145	3.287808588440469	612173	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
adage	2.544	1.0	1.03	2.506666666666667	1.1	1.08	1.3433333333333333	-0.35635952827503026	3.544797725197984	612173	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
pca	1.696	1.072	1.24	1.04	1.06	1.0	1.0824000000000005	-2.095600756092395	3.2850740640004585	612173	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
ica	1.304	2.016	1.88	1.36	1.18	1.04	1.4952	2.14201231930949	3.2850761850632613	612173	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
nmf	1.008	1.528	1.4	1.36	1.5	1.56	1.4696000000000002	-2.0119869215128587	3.2851261123709916	612173	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
tybalt	3.2319999999999998	1.272	1.11	1.1333333333333333	1.18	1.16	1.1710666666666667	2.0418933216093738	3.2959600710551493	187695	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
adage	1.824	1.504	2.03	1.2933333333333332	1.5	1.48	1.5614666666666666	1.3676482501810152	3.353630245661636	187695	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
pca	1.52	1.048	1.19	1.0266666666666666	1.0	1.0	1.0529333333333333	-2.105886693317037	3.285073660666803	187695	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
ica	1.3119999999999998	2.008	1.87	1.36	1.22	1.04	1.4996	-2.178827551460083	3.2850761850632595	187695	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
nmf	1.016	1.528	1.4	1.36	1.5	1.56	1.4696000000000002	-2.012374390868445	3.2851252594873785	187695	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
tybalt	3.12	1.208	1.48	1.32	1.78	1.4	1.4376000000000002	1.4642975466243084	3.2881382702819653	256711	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
adage	2.168	1.072	1.67	2.16	1.22	1.56	1.5364	-0.4328898965301072	3.3771966877259527	256711	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
pca	1.5119999999999998	1.064	1.24	1.0266666666666666	1.02	1.04	1.0781333333333334	-2.0988922871986304	3.2850763167659154	256711	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
ica	1.3119999999999998	2.008	1.87	1.36	1.22	1.04	1.4996	2.1693233662522453	3.2850761850632595	256711	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
nmf	1.008	1.528	1.4	1.36	1.5	1.56	1.4696000000000002	-2.0123421871476417	3.285126124272627	256711	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
tybalt	3.2880000000000003	1.3119999999999998	1.1	1.32	1.2	1.2	1.2264000000000002	1.7494262935206892	3.3049619352236395	662306	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
adage	2.128	1.0	1.09	1.16	1.18	1.12	1.11	-1.2645902047889281	3.467653577305691	662306	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
pca	1.768	1.08	1.25	1.0133333333333334	1.0	1.04	1.0766666666666669	-2.0934991652143653	3.2850780992794677	662306	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
ica	1.328	2.064	1.93	1.36	1.18	1.04	1.5148	2.179985371765646	3.2850761850632595	662306	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
nmf	1.016	1.528	1.4	1.36	1.5	1.56	1.4696000000000002	-2.011309235556062	3.2851266569351933	662306	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
tybalt	3.16	1.2	1.74	1.44	2.3	1.68	1.672	-0.27677159562378784	3.2925732148006364	324138	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
adage	2.256	1.04	1.88	2.24	1.72	1.96	1.768	-0.9636260400144432	3.3738818902949625	324138	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
pca	1.584	1.04	1.21	1.0266666666666666	1.0	1.04	1.0633333333333332	-2.098288791133507	3.2850765853875528	324138	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
ica	1.56	1.976	2.4	1.3333333333333333	1.14	1.12	1.5938666666666663	2.09583455066176	3.2850761850632626	324138	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
nmf	1.016	1.528	1.4	1.36	1.5	1.56	1.4696000000000002	-2.011994220323269	3.285125458142236	324138	0.0	1000	500	data/simulation/sim_data_samplesize_1000_noise_0_genes_500.tsv
tybalt	3.056	1.208	1.54	3.2	1.64	1.94	1.9056	0.3791197717876497	5.07010235639038	776388	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
adage	2.952	2.056	1.3	2.9066666666666667	1.44	1.44	1.828533333333333	1.212176112412116	5.264054687402348	776388	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
pca	2.108	1.212	1.565	1.0666666666666669	1.16	1.2	1.2407333333333337	-2.0197355777764505	5.064363260184998	776388	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
ica	2.044	2.588	2.605	1.3733333333333333	1.89	1.32	1.9552666666666667	-1.930328351697568	5.064349027025122	776388	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
nmf	1.2	1.484	1.48	1.68	1.49	1.78	1.5828000000000002	-1.4553535422850383	5.064394889071184	776388	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
tybalt	3.136	2.112	1.725	3.06	1.64	1.82	2.0714	1.231091388137134	5.095696137808755	562452	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
adage	3.4160000000000004	3.444	3.34	3.2133333333333334	2.98	3.2	3.2354666666666665	-0.2778903761856014	5.487754412066269	562452	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
pca	2.096	1.1640000000000001	1.55	1.1	1.18	1.14	1.2268	-2.0173632353436064	5.064306397432191	562452	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
ica	2.044	2.588	2.605	1.3733333333333333	1.89	1.32	1.9552666666666667	1.9531740766207355	5.064349027025117	562452	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
nmf	1.2	1.484	1.48	1.6733333333333331	1.49	1.8	1.5854666666666666	-1.4632874253720909	5.0643953982929135	562452	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
tybalt	2.872	2.064	1.545	2.64	1.52	1.46	1.8458	0.11131595354798787	5.106365879125062	982554	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
adage	2.988	2.056	1.455	2.9266666666666667	1.57	1.68	1.937533333333333	1.1219740556971658	5.244118715039367	982554	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
pca	2.124	1.228	1.595	1.0933333333333333	1.2	1.16	1.2552666666666668	-2.007230994620228	5.064345711315889	982554	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
ica	2.044	2.588	2.605	1.3733333333333333	1.89	1.32	1.9552666666666667	-2.147690428017106	5.064349027025117	982554	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
nmf	1.204	1.484	1.48	1.7266666666666666	1.49	1.74	1.5841333333333334	-1.4584650175202551	5.064398140649693	982554	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
tybalt	3.228	1.368	2.07	2.7333333333333334	1.74	2.66	2.1142666666666665	0.021151520337394456	5.072321651994366	441219	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
adage	2.972	2.068	1.315	3.1	1.37	1.36	1.8426	0.10052449963368476	5.2699836451360085	441219	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
pca	2.124	1.1840000000000002	1.535	1.0733333333333333	1.19	1.22	1.2404666666666666	-1.812613304627924	5.064631805473708	441219	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
ica	2.164	2.568	2.32	1.3733333333333333	1.68	1.46	1.8802666666666668	-1.920791396363087	5.064349027025122	441219	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
nmf	1.2	1.484	1.48	1.72	1.49	1.78	1.5908000000000002	-1.4689753509924328	5.064399209306966	441219	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
tybalt	3.228	1.376	2.38	3.1733333333333333	2.35	2.04	2.2638666666666665	-1.865636782827594	5.078430470047022	909941	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
adage	2.804	2.28	1.75	3.013333333333333	1.82	1.78	2.1286666666666667	-1.7505676407052522	5.2618594632208255	909941	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
pca	2.048	1.18	1.555	1.086666666666667	1.2	1.08	1.2203333333333333	-1.968374792526025	5.064330501451277	909941	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
ica	1.98	2.544	2.48	1.3333333333333333	1.79	1.38	1.9054666666666664	2.0205280146344067	5.064349027025117	909941	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
nmf	1.192	1.484	1.48	1.72	1.49	1.78	1.5908000000000002	-1.4734252847894738	5.064399880151028	909941	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
tybalt	3.22	1.504	1.88	3.046666666666667	1.71	1.96	2.0201333333333342	1.3502112283335606	5.077859971910279	896761	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
adage	3.016	2.3040000000000003	1.47	2.986666666666667	1.61	1.42	1.9581333333333333	0.7640972864141243	5.327453493202608	896761	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
pca	2.1	1.192	1.545	1.0933333333333333	1.16	1.06	1.2100666666666666	-1.9660268898259723	5.064368541170813	896761	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
ica	2.044	2.588	2.605	1.3733333333333333	1.89	1.32	1.9552666666666667	1.9384549759903729	5.06434902702512	896761	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
nmf	1.204	1.484	1.48	1.7333333333333334	1.49	1.74	1.5854666666666666	-1.4600446918684657	5.064399223157131	896761	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
tybalt	3.304	1.344	2.065	3.033333333333333	2.03	2.24	2.1424666666666665	0.06397000079486159	5.083868406638159	689355	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
adage	2.6919999999999997	1.7519999999999998	1.3	2.833333333333333	1.22	1.54	1.7290666666666668	-0.8515124179278746	5.22690222630205	689355	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
pca	2.036	1.196	1.56	1.0733333333333333	1.15	1.2	1.235866666666667	-1.820503807149696	5.0648354041282895	689355	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
ica	2.168	2.5639999999999996	2.305	1.3733333333333333	1.68	1.46	1.8764666666666665	1.9197896944041917	5.064349027025124	689355	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
nmf	1.2	1.484	1.48	1.72	1.49	1.78	1.5908000000000002	-1.4660519352432742	5.064399950310686	689355	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
tybalt	3.216	1.284	2.445	2.3866666666666667	2.19	1.88	2.037133333333333	1.7809282173994914	5.1036907771120825	809447	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
adage	3.04	2.204	1.355	2.953333333333333	1.52	1.38	1.8824666666666665	1.6537271973296652	5.336656703473333	809447	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
pca	2.228	1.208	1.495	1.086666666666667	1.17	1.24	1.2399333333333336	-1.8908042453253324	5.064647293511512	809447	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
ica	1.98	2.544	2.48	1.3333333333333333	1.79	1.38	1.9054666666666664	2.0663649551829715	5.064349027025122	809447	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
nmf	1.2	1.4880000000000002	1.48	1.7533333333333334	1.49	1.76	1.5942666666666667	-1.4670438955043736	5.064400748530546	809447	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
tybalt	2.844	1.38	1.36	2.546666666666667	1.44	1.56	1.657333333333333	2.150994611864144	5.076158405953589	400617	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
adage	3.36	3.264	3.465	3.3866666666666667	3.33	3.2	3.329133333333333	-0.99728019256886	5.552758121382391	400617	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
pca	2.06	1.176	1.565	1.08	1.17	1.1	1.2182	-1.9817401546899092	5.064400266934752	400617	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
ica	1.98	2.544	2.48	1.3333333333333333	1.79	1.38	1.9054666666666664	-2.011484139898144	5.064349027025116	400617	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
nmf	1.2	1.484	1.48	1.6666666666666667	1.49	1.82	1.5881333333333334	-1.4656378277054132	5.0643931620026885	400617	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
tybalt	3.2560000000000002	1.0959999999999999	2.045	3.0733333333333333	1.98	2.28	2.0948666666666664	-0.5216533554592413	5.092086461331741	430768	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
adage	2.9360000000000004	2.468	2.04	2.8666666666666667	2.31	2.38	2.4129333333333336	1.0958944263173471	5.208029301708606	430768	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
pca	2.04	1.1840000000000002	1.555	1.08	1.2	1.16	1.2358	-1.9713881314729924	5.064430582340687	430768	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
ica	2.044	2.588	2.605	1.3733333333333333	1.89	1.32	1.9552666666666667	-1.9412614881875545	5.064349027025118	430768	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
nmf	1.2	1.484	1.48	1.72	1.49	1.76	1.5868	-1.4631433696329283	5.06439704170075	430768	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
tybalt	3.1639999999999997	1.716	1.53	2.7533333333333334	1.47	1.78	1.8498666666666663	1.997881246906325	5.086447567556685	373802	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
adage	3.332	3.352	3.385	3.273333333333333	3.12	3.32	3.2900666666666667	0.355569194419133	5.549292578232169	373802	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
pca	2.092	1.196	1.555	1.086666666666667	1.17	1.22	1.2455333333333332	-2.002767729156361	5.064391102994546	373802	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
ica	1.98	2.544	2.48	1.3333333333333333	1.79	1.38	1.9054666666666664	2.0209950171023823	5.064349027025116	373802	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
nmf	1.188	1.484	1.48	1.6933333333333334	1.49	1.82	1.5934666666666668	-1.4676507685486742	5.064398277027889	373802	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
tybalt	3.128	1.524	1.775	2.973333333333333	1.87	2.16	2.0604666666666667	1.5506198264842763	5.0973294312909765	321181	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
adage	3.036	1.72	1.29	2.806666666666666	1.43	1.32	1.7133333333333334	1.1069839506435124	5.25228670095042	321181	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
pca	2.076	1.1840000000000002	1.555	1.086666666666667	1.17	1.18	1.2351333333333332	-1.9749154859879752	5.064366146303795	321181	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
ica	1.98	2.544	2.48	1.3333333333333333	1.79	1.38	1.9054666666666664	-1.9615481960099443	5.06434902702512	321181	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
nmf	1.2	1.484	1.48	1.72	1.49	1.78	1.5908000000000002	-1.4624350676788616	5.064399186397589	321181	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
tybalt	3.1639999999999997	1.412	2.155	2.7466666666666666	2.19	1.9	2.0807333333333333	0.7577416502888482	5.090525576760071	104636	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
adage	2.96	2.552	2.115	2.8466666666666667	2.39	2.16	2.412733333333333	-0.302246064758082	5.231134402288445	104636	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
pca	2.1	1.204	1.515	1.106666666666667	1.22	1.28	1.2651333333333334	-1.9990036297103475	5.064454194085738	104636	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
ica	2.044	2.588	2.605	1.3733333333333333	1.89	1.32	1.9552666666666667	-1.939493660557439	5.064349027025116	104636	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
nmf	1.2	1.484	1.48	1.6666666666666667	1.48	1.8	1.5821333333333334	-1.4597266317380857	5.06439332661649	104636	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
tybalt	3.08	1.3359999999999999	1.83	2.893333333333333	1.69	2.14	1.9778666666666669	0.6430887148188362	5.088836100539363	472016	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
adage	2.972	2.068	1.295	3.006666666666667	1.41	1.42	1.8399333333333332	0.27464036820286203	5.286238565383665	472016	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
pca	2.068	1.224	1.565	1.08	1.16	1.22	1.2498	-1.981236478695936	5.064400641090837	472016	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
ica	2.044	2.588	2.605	1.3733333333333333	1.89	1.32	1.9552666666666667	-1.9884445011058944	5.064349027025122	472016	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
nmf	1.2	1.484	1.48	1.7133333333333334	1.49	1.78	1.5894666666666668	-1.4601675215260446	5.064397910163871	472016	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
tybalt	2.8	1.268	1.515	2.6466666666666665	1.84	1.84	1.8219333333333327	1.704183067216222	5.083551223307464	948385	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
adage	3.388	3.392	3.36	3.393333333333333	3.27	3.26	3.335066666666667	0.9916711472660676	5.512322203849819	948385	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
pca	2.068	1.208	1.565	1.0933333333333333	1.16	1.14	1.2332666666666663	-1.9840583358965376	5.0643615903744665	948385	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
ica	2.044	2.588	2.605	1.3733333333333333	1.89	1.32	1.9552666666666667	1.9952833724771204	5.064349027025118	948385	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
nmf	1.188	1.484	1.48	1.72	1.49	1.78	1.5908000000000002	-1.463825638655022	5.06440175171603	948385	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
tybalt	3.156	1.7519999999999998	1.81	2.933333333333333	1.55	1.92	1.9930666666666668	-0.7762852563592264	5.068146752800712	140376	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
adage	2.476	1.024	1.67	2.46	1.8	1.74	1.7388	0.259761953705596	5.187199392833032	140376	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
pca	1.96	1.1840000000000002	1.545	1.0733333333333333	1.22	1.14	1.2324666666666666	-2.008638516986926	5.0644260876767495	140376	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
ica	2.044	2.588	2.605	1.3733333333333333	1.89	1.32	1.9552666666666667	-1.9303283516246643	5.064349027025121	140376	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
nmf	1.188	1.484	1.48	1.7133333333333334	1.49	1.82	1.5974666666666668	-1.466608043542697	5.064400242178167	140376	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
tybalt	3.112	1.112	1.815	1.5933333333333333	1.58	1.74	1.5680666666666667	1.6457654752551942	5.075782772971347	405259	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
adage	2.9960000000000004	2.184	1.31	2.96	1.47	1.56	1.8968	0.275524845818513	5.332099516706142	405259	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
pca	2.048	1.196	1.54	1.0666666666666669	1.21	1.1	1.2225333333333332	-1.9786451414501485	5.064350739336832	405259	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
ica	2.012	2.572	2.555	1.346666666666667	1.66	1.34	1.8947333333333332	-1.940121428595408	5.064349027025121	405259	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
nmf	1.196	1.484	1.48	1.6466666666666667	1.48	1.82	1.5821333333333336	-1.458240618080797	5.064392391415134	405259	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
tybalt	3.076	1.224	1.805	2.806666666666666	1.88	2.1	1.9631333333333332	1.423708219663272	5.1037516251072885	346422	1.0	500	1000	data/simulation/sim_data_samplesize_500_noise_1_genes_1000.tsv
