	encoding 82	encoding 85
C6orf142	-0.010761850513517857	0.01653475873172283
RGS13	-0.01075836829841137	-0.01595858298242092
RFX4	-0.010743380524218082	-0.01352661568671465
MCTP2	0.010735585354268551	0.02405977062880993
DCDC2	-0.010732317343354225	-0.0037164315581321716
MCF2L2	0.010726932436227798	0.002388927387073636
SLCO1B1	-0.010704414919018745	-0.014067785814404488
OIT3	-0.010700633749365807	-0.0028142216615378857
PTGFR	0.010698544792830944	-0.0038030825089663267
AHSG	-0.010683032684028149	-0.0533907413482666
KISS1R	-0.010676847770810127	-0.029093222692608833
SLC35D3	-0.010676407255232334	0.01079394668340683
LRRC3B	-0.01067502424120903	-0.04500478133559227
CXCR2P1	-0.010668648406863213	0.011869379319250584
LOC100131726	-0.010666758753359318	-0.018498802557587624
FCRL2	-0.01066149678081274	-0.01011714804917574
SCGB3A1	-0.0106605663895607	-0.026206418871879578
SDR16C5	0.010658612474799156	-0.02996869385242462
SPRR1B	0.01064426451921463	-0.005366546101868153
CKM	-0.010633525438606739	-0.004076320677995682
ELOVL3	0.010625595226883888	-0.028636710718274117
LRP1B	0.010606088675558567	-0.08728518337011337
KLHL14	-0.010598672553896904	-0.042100146412849426
SULT1B1	0.010588089935481548	0.002481262432411313
PRSS35	0.010587144643068314	-0.02907668612897396
IL17RB	-0.010582839138805866	-0.011060766875743866
SALL3	0.01057959534227848	-0.054978445172309875
TTR	-0.010578105226159096	-0.011385184712707996
ABCC2	-0.010571932420134544	0.008660057559609413
PAK7	-0.010566720739006996	-0.07426293194293976
PXDNL	-0.010566347278654575	-0.03968052193522453
IGFN1	0.010563735850155354	-0.007611528504639864
SCGN	-0.010550916194915771	-0.0021944716572761536
GPR37L1	-0.010547054931521416	-0.005917931906878948
DPEP1	-0.010542608797550201	0.015191956423223019
CSMD1	-0.010533241555094719	-0.04961484298110008
MYEOV	-0.01053288858383894	0.034035831689834595
ADCYAP1	-0.010519865900278091	-0.019011005759239197
NRG2	-0.010516970418393612	-0.0268593430519104
CDK5R2	0.010516630485653877	0.010771525092422962
NAT8	-0.010514605790376663	0.022238006815314293
SLC17A3	-0.010512600652873516	0.014659924432635307
RBMS3	0.010507660917937756	0.002391790272668004
MKX	0.010497111827135086	-0.015601526945829391
TARP	-0.010494728572666645	-0.002980923280119896
CDH2	0.01048839371651411	-0.021252671256661415
TMED7-TICAM2	0.010470946319401264	0.005009676795452833
SLC22A7	-0.010461613535881042	-0.00581102492287755
HIST1H3D	-0.010458591394126415	0.0015075368573889136
IL31RA	0.010456858202815056	-0.0011494094505906105
FAM3B	-0.010454843752086163	-0.05432361736893654
CTSG	-0.01045470405369997	-0.013327107764780521
SBSN	-0.010449329391121864	-0.014393103308975697
ROBO2	0.010449187830090523	-0.02625305950641632
TUSC5	-0.010441742837429047	0.0031518542673438787
ENDOU	-0.01043690275400877	-0.02377760410308838
LEFTY1	-0.010436465963721275	-0.0027245809324085712
CNTNAP5	0.010425681248307228	-0.01973973959684372
ARSE	0.010418113321065903	0.03386635705828667
LRRC7	0.010410103015601635	-0.06117859110236168
MYOT	-0.010398590005934238	0.016186552122235298
GPR109A	0.010390943847596645	-0.01633073017001152
CXCL3	0.010384083725512028	0.040814075618982315
HAPLN1	-0.010382755659520626	-0.004248159937560558
KMO	-0.010381143540143967	-0.013459094800055027
RAB17	-0.010380073450505733	0.01222176756709814
SEMA3E	-0.01037514116615057	-0.06735732406377792
NOS1	0.01037457026541233	-0.015701409429311752
BEND6	0.010374455712735653	-0.01327137928456068
PROX1	0.010351825505495071	-0.014906379394233227
TINAG	0.010343207977712154	0.06751010566949844
PLA2G2D	-0.010335423052310944	-0.014327926561236382
NWD1	-0.010332005098462105	0.0015727774007245898
HCN1	0.010329642333090305	-0.004603993613272905
LHX9	0.0103225726634264	-0.04676642641425133
RDM1	-0.010316510684788227	-0.013594347983598709
MUC17	-0.01031023170799017	0.0620776042342186
SLC5A5	-0.010309584438800812	-0.00946417823433876
NME5	-0.01029519084841013	-0.012276946566998959
SCUBE3	0.010293387807905674	-0.0043638525530695915
CSMD3	0.010284202173352242	-0.015737000852823257
FLJ42875	0.010267033241689205	-0.015348399057984352
HOMER2	-0.010256156325340271	-0.04217470437288284
RARRES1	-0.01025522779673338	-0.012057815678417683
OTC	-0.010244056582450867	-0.016195159405469894
CACNG7	0.0102394362911582	-0.02895580604672432
DLK1	0.010230283252894878	-0.062414586544036865
BASP1	0.010225399397313595	-0.011495603248476982
C1orf173	-0.010224656201899052	-0.03438256308436394
KRT15	-0.010221293196082115	0.008409660309553146
SAA4	-0.010207261890172958	-0.01417333260178566
C2orf39	-0.010206274688243866	-0.004932471085339785
MYBPH	-0.010194462724030018	-0.05445598438382149
GPIHBP1	-0.010191155597567558	-0.04065875709056854
NKX2-2	-0.010181575082242489	-0.022253945469856262
DUOXA1	0.01016914751380682	-0.0187835693359375
RUNDC3B	-0.010163303464651108	0.002371537033468485
PI15	-0.010157686658203602	-0.001060079550370574
RIC3	0.010150878690183163	-0.0418686717748642
C14orf50	-0.010145546868443489	-0.015550116077065468
CCL23	-0.010142311453819275	-0.009270553477108479
ATP8A1	0.010127108544111252	0.0027230402920395136
CUX2	-0.010121633298695087	-0.034097954630851746
GRPR	-0.01011768076568842	-0.011214211583137512
MESP2	-0.01011406909674406	-0.013345153070986271
GPT	-0.010112675838172436	-0.01718282140791416
STK32A	0.01011117547750473	-0.012052934616804123
HNF1B	0.010106847621500492	0.027639247477054596
PCDH9	0.010093423537909985	-0.025682345032691956
B3GNT6	0.010092055425047874	-0.012464878149330616
ZNF860	-0.01008563581854105	0.020820019766688347
CDH4	0.010084141977131367	0.01743059977889061
CABP1	-0.010075722821056843	0.01540298666805029
EPHB2	0.010074962861835957	0.006261882837861776
CCK	-0.01007483247667551	-0.03869416192173958
HEY2	-0.010047855786979198	-0.019950849935412407
HOXB13	0.010035558603703976	0.014448419213294983
CNTNAP2	0.010033724829554558	-0.02208365686237812
IGF2BP3	0.010032868012785912	0.0043469807133078575
SLC22A3	0.01003215741366148	0.01925761252641678
LOC100130238	0.010026531293988228	0.0006491608219221234
CCDC65	-0.01002440880984068	-0.005682163406163454
SLC13A5	-0.010023835115134716	-0.05263049528002739
APCS	-0.010019988752901554	-0.07590237259864807
HOXD10	-0.010016893036663532	-0.018914304673671722
SHISA2	0.010015849955379963	0.003992914222180843
DMRT3	0.010012052953243256	-0.045301128178834915
CXCL2	0.010009314864873886	0.028740523383021355
S100A5	-0.010006154887378216	-0.030062416568398476
NOL4	0.010001037269830704	-0.007624201942235231
LMO3	0.009992319159209728	-0.0269472636282444
HOXA6	0.009979106485843658	0.014441420324146748
NCRNA00086	0.009965339675545692	-0.017780214548110962
LASS1	0.009948796592652798	-0.029515806585550308
RBM24	-0.009943841956555843	-0.012844881042838097
DOC2B	0.009940710850059986	-0.013292822986841202
SCN2B	0.009931153617799282	-0.030203575268387794
DDC	-0.00992922019213438	0.03692392632365227
APOD	-0.009928751736879349	-0.008521736599504948
MSLN	-0.009927983395755291	0.0002495640073902905
PGA3	-0.009927759878337383	0.021337496116757393
SHD	0.00992643740028143	-0.011987102217972279
LOC153328	-0.009924768470227718	-0.023303337395191193
PAX3	-0.009920746088027954	0.03205357864499092
C8orf47	0.009917969815433025	-0.028736678883433342
EPYC	-0.00991666130721569	-0.011368428356945515
BMPR1B	-0.00991583988070488	-0.01867193728685379
TOX3	-0.009912143461406231	-0.01707507111132145
HRCT1	-0.009911712259054184	0.001143231405876577
KLK13	-0.009905897080898285	-0.0009905610932037234
SYT4	0.009879617020487785	-0.040520790964365005
GRB7	-0.009874819777905941	-0.010057300329208374
LRRTM1	0.009871510788798332	-0.0734168142080307
PRRG2	-0.009868579916656017	-0.029226265847682953
HRASLS	-0.009865899570286274	-0.03232424706220627
VANGL2	0.009852321818470955	-0.01417460199445486
NBEA	0.009841909632086754	-0.024248937144875526
GRIK5	0.009840112179517746	-0.03810203820466995
GLDC	-0.009828604757785797	0.019015716388821602
SFTPD	0.00981047097593546	-0.025747401639819145
TCL1A	-0.009809156879782677	-0.013301443308591843
KEL	-0.009808925911784172	-0.04281860217452049
LCE3D	0.009807613678276539	-0.00528247095644474
TMEM125	-0.009802079759538174	-0.013320842757821083
ACSM3	-0.009799222461879253	-0.001397935557179153
C10orf90	-0.009790233336389065	0.020410556346178055
ADAM32	-0.009774553589522839	0.003557899734005332
OR51E1	-0.009774481877684593	-0.007184595800936222
LOC284578	-0.00977378524839878	-0.04780912026762962
TAGLN3	0.009771283715963364	0.003960206639021635
IL12RB2	-0.009752747602760792	0.049697019159793854
CCDC144B	-0.009744112379848957	0.011973262764513493
MAGEL2	0.009741668589413166	-0.03772812709212303
CNNM1	0.009740634821355343	0.028624143451452255
ZIC5	0.009738508611917496	-0.013273099437355995
CAPN13	-0.009737307205796242	-0.0027662902139127254
PMP2	-0.009736484847962856	-0.013915670104324818
SLC39A5	-0.009734856896102428	0.023317215964198112
RGAG4	0.00973047036677599	-0.031037157401442528
ADRA1A	-0.009725881740450859	-0.022998051717877388
AATK	0.009724099189043045	0.016858503222465515
AMY1A	-0.009722091257572174	-0.021755453199148178
NOG	0.009717305190861225	0.0036155900452286005
TCEAL5	0.00971103273332119	-0.03930063173174858
EFHB	-0.009699597023427486	0.0025503719225525856
CYP3A7	-0.009694807231426239	-0.018131563439965248
LEPREL1	0.009683742187917233	-0.0031480875331908464
GALNT12	0.009681939147412777	0.006309909746050835
LTK	0.009679474867880344	-0.012873999774456024
PRSS12	0.009675625711679459	-0.011915559880435467
SNORD116-4	0.009665951132774353	-0.033715151250362396
CDKN2BAS	-0.009664650075137615	-0.007811377756297588
SERPINB13	0.009661260060966015	0.02672351710498333
AMBP	-0.009653883054852486	-0.02549945004284382
GABRE	0.009646288119256496	-0.015037170611321926
ATOH8	0.009643484838306904	-0.00964665412902832
GABRB3	0.00963825173676014	-0.01613033376634121
RORB	0.009633304551243782	-0.024614820256829262
SDK1	0.009629650972783566	-0.018456606194376945
SCN5A	0.009619352407753468	-0.01637759618461132
CNGB1	0.009618991054594517	-0.009650474414229393
NTF4	0.00961222592741251	-0.028567569330334663
SLC35F3	0.009607428684830666	-0.016035422682762146
DOC2A	-0.009600399993360043	0.030829818919301033
MAGED4B	0.00959171075373888	-0.025514325127005577
ELAVL4	0.009582852944731712	0.0010165837593376637
AMH	-0.009578829631209373	-0.006971501279622316
TAC1	-0.009577400051057339	-0.05127512291073799
SMC1B	-0.009572619572281837	-0.0442538745701313
PCP4	-0.009572193026542664	-0.01353854313492775
PRSS1	-0.009572011418640614	-0.02519163303077221
MUC5B	-0.009559879079461098	0.00690196780487895
C1orf172	-0.009543608874082565	-0.0074827237986028194
EDN3	-0.009523307904601097	0.018587538972496986
IGFBPL1	0.009522337466478348	-0.04621753841638565
CES4	0.009521775878965855	-0.06072210893034935
BMPER	0.009516052901744843	-0.0185471810400486
FAM57B	-0.009511823765933514	-0.01981208473443985
FMO2	-0.00951025728136301	0.005091807339340448
CYP2B7P1	-0.009501896798610687	-0.03190656006336212
PEX5L	-0.009499437175691128	-0.006604079622775316
MDFI	0.009488968178629875	-0.008429091423749924
LOC723809	0.009488445706665516	0.04426765441894531
TXLNB	-0.009481240063905716	-0.017979873344302177
LRRC10B	-0.00946552213281393	-0.013401449657976627
IGLON5	0.009459744207561016	-0.019392888993024826
VAX2	0.009459436871111393	-0.030825233086943626
GPRASP1	0.009451116435229778	-0.01428916584700346
HKDC1	0.009450542740523815	0.006513103377074003
NAT8B	-0.00944588053971529	0.008401328697800636
ERMN	-0.009438871406018734	0.006204439792782068
SAMD5	0.009435179643332958	0.005337651818990707
WNT2	-0.009426726959645748	-0.00976177491247654
BTNL8	-0.009421045891940594	0.007034629583358765
GABRA3	-0.009416678920388222	-0.006841390859335661
C6orf97	-0.00940711796283722	-0.003120217937976122
PPP2R2B	0.009405707940459251	-0.034903667867183685
PPARGC1A	0.009405461139976978	0.0034363202285021544
C20orf114	-0.009404001757502556	-0.035958949476480484
LRRC50	-0.009403497911989689	0.012041035108268261
RPPH1	-0.009394358843564987	0.017368266358971596
CLDN9	0.009393907152116299	0.002628777176141739
GPR158	0.009393705055117607	0.010216236114501953
EEF1A2	0.009379015304148197	-0.028046278282999992
ACTN2	-0.009377955459058285	-0.02731708250939846
TRPM6	-0.009375288151204586	0.00873870961368084
NEK2	-0.009375182911753654	0.0008441980462521315
C12orf27	-0.009372850880026817	0.031134089455008507
FGB	-0.009369565173983574	-0.006469585467129946
C2orf62	-0.009363488294184208	-0.006773453671485186
SLCO4A1	0.009361372329294682	0.033026766031980515
SLC22A18AS	-0.009358919225633144	0.003177385777235031
RGS7BP	-0.009350907988846302	-0.028167571872472763
HSD17B3	-0.009348775260150433	0.007220977917313576
AKR7L	-0.009343714453279972	0.008882064372301102
SH2D5	0.009343289770185947	0.057317811995744705
PSD	0.0093274787068367	-0.031922534108161926
BEGAIN	0.009327222593128681	0.011092512868344784
MLPH	-0.009321687743067741	-0.009302918799221516
ACCN3	-0.009317516349256039	-0.005586606450378895
GPR1	0.009315729141235352	-0.008244435302913189
MOXD1	0.009313877671957016	-0.01260360050946474
SPEG	0.009301770478487015	-0.016179325059056282
XG	0.009291721507906914	0.01226731762290001
TMIE	0.009286045096814632	-0.02157917432487011
NCRNA00092	0.009267923422157764	-0.007783547043800354
ANKRD34B	0.009267890825867653	-0.030836978927254677
SLC38A11	-0.009262172505259514	-0.010246384888887405
KCNA1	-0.0092608742415905	-0.04963328689336777
C1orf130	-0.009253110736608505	-0.024826904758810997
PTPN13	0.009251217357814312	-0.008226897567510605
ID1	0.009250526316463947	0.0022703451104462147
PLXNA4	0.00924405176192522	-0.020248370245099068
DLX3	0.00923903938382864	-0.003244365332648158
SLC44A4	-0.009219994768500328	-0.018360089510679245
SPERT	-0.00921997707337141	-0.011340800672769547
RIMBP2	0.009216519072651863	-0.012693428434431553
HAPLN4	0.009208740666508675	0.012758518569171429
NOX4	-0.009195218794047832	-0.01420462504029274
GUCY2C	-0.009192862547934055	0.000586221634875983
ASPDH	-0.009192188270390034	-0.012562230229377747
SLN	-0.009184922091662884	-0.007729861885309219
SALL1	0.009184593334794044	-0.0070766182616353035
FHOD3	0.00917891040444374	0.01802249439060688
LIMS3-LOC440895	-0.009178897365927696	-0.015440738759934902
IP6K3	0.00917122419923544	0.0003559348115231842
NPR1	-0.009170208126306534	-0.024362487718462944
PCDHA6	0.009166168048977852	-0.03395088389515877
MET	0.00916184950619936	0.02869299054145813
SFRS13B	0.00915944017469883	-0.007809547707438469
HIF3A	0.009157099761068821	-0.00847209058701992
C6	-0.00915292277932167	0.010414058342576027
C7orf57	-0.009150374680757523	0.01747627556324005
TRIM10	0.009146960452198982	0.03014618717133999
FMO3	-0.009140594862401485	-0.026380063965916634
LANCL3	0.009140275418758392	-0.01276359148323536
NAP1L3	0.009131485596299171	-0.03446950018405914
MAOA	0.009128599427640438	-0.01542822178453207
NR3C2	0.009122188203036785	-0.02574951760470867
PKP3	-0.009122036397457123	0.006745696999132633
KBTBD11	0.009121721610426903	0.022534936666488647
PCDHAC2	0.009121246635913849	-0.03770710155367851
SLC6A3	0.00911903940141201	0.026745427399873734
NAP1L2	0.009115075692534447	-0.04435484856367111
SLCO4C1	0.009111260995268822	-0.0029599692206829786
PAX8	-0.00909779965877533	0.006299486383795738
SLC8A2	0.009097694419324398	-0.01356494426727295
HAND2	0.009093482047319412	-0.07093948870897293
CGB7	0.0090785538777709	-0.005670522805303335
SLC15A1	-0.00907405186444521	-0.022611191496253014
PCSK2	0.009069372899830341	-0.0344303622841835
AGXT2	-0.009069119580090046	0.01595023088157177
ZSWIM5	0.009067967534065247	-0.0030434231739491224
LY6K	-0.009062312543392181	-0.0009377693058922887
NLRP7	0.00905846431851387	-0.010705717839300632
SYCE1L	-0.009056707844138145	-0.01733464002609253
GRIA1	0.009053699672222137	-0.03557566553354263
TM4SF5	-0.009053188376128674	0.017832286655902863
HTRA4	-0.00905288103967905	-0.0004535107291303575
TFF1	-0.009051972068846226	-0.011656856164336205
ADAMTS18	-0.009050288237631321	-0.019158441573381424
GABRB2	-0.009045537561178207	-0.03886300325393677
TMEM195	-0.009040020406246185	-0.018411636352539062
FADS6	0.009039179421961308	-0.020664939656853676
SPSB4	0.009036215022206306	-0.053767986595630646
C12orf59	-0.009034739807248116	-0.004249640740454197
HCG22	0.009032826870679855	-0.006596969440579414
GJA3	0.009032499976456165	0.016316303983330727
TMEM26	-0.009030459448695183	-0.009620292112231255
PABPC1L2B	0.009028544649481773	-0.06825093179941177
ACY3	-0.00902223214507103	0.04198242351412773
PYHIN1	-0.009020921774208546	0.018949484452605247
HIST1H2BH	-0.009020776487886906	0.0015341765247285366
TBC1D3G	-0.009019127115607262	-0.012120838277041912
HSPB2	-0.009018857963383198	0.0004974211333319545
CALB2	-0.009017610922455788	-0.016609983518719673
FHAD1	-0.009016688913106918	-0.00893294159322977
SFTA1P	0.009015189483761787	-0.02660810947418213
SLC9A2	0.00901123322546482	-0.04444415494799614
CCDC151	-0.009010951034724712	-0.05097867175936699
TNIK	0.009008396416902542	0.005250970367342234
ATP1A2	-0.00900678988546133	-0.023669879883527756
TNFRSF13B	-0.009005277417600155	-0.014006986282765865
PHKG1	-0.009004599414765835	0.0011267156805843115
IL6	0.008991285227239132	0.006688350811600685
PAPL	-0.008985690772533417	0.012764547020196915
MUC4	0.008979138918220997	0.008936034515500069
ALOX12P2	-0.008958879858255386	-0.03346257656812668
PON3	-0.008949675597250462	-0.03651668503880501
SULT2B1	-0.00894901528954506	-0.004008064512163401
SFTPB	0.008939262479543686	-0.017464330419898033
AHNAK2	0.008939052931964397	0.0221652053296566
DGAT2	0.008935780264437199	-0.013481869362294674
CRB2	-0.008934354409575462	-0.00851479358971119
DYNLRB2	-0.008930657058954239	-0.02308683469891548
KRT5	-0.008927179500460625	-0.005189851857721806
TMED6	-0.008926586247980595	0.009512289427220821
PVRL4	-0.008925138972699642	-0.032645437866449356
WFDC2	-0.008919848129153252	-0.01317776832729578
EFHD1	-0.00890920590609312	-0.008082598447799683
CAPN8	-0.008897846564650536	-0.044481292366981506
EPHA2	0.008896592073142529	0.012509133666753769
SHANK1	-0.008896374143660069	-0.007917234674096107
FGFR3	0.008895223960280418	-0.010645363479852676
ARHGEF4	0.008890780620276928	-0.019370978698134422
CHST5	-0.008886541239917278	-0.004190381616353989
FOLH1	-0.008878825232386589	-0.01879974827170372
ARSI	0.008874049410223961	-0.005304963793605566
SOX5	-0.008865545503795147	-0.032884929329156876
KRT20	-0.008860031142830849	-0.0007901099743321538
VWA2	-0.008858863264322281	-0.01265243161469698
ROR2	0.0088542765006423	-0.02332942746579647
EFCAB4A	-0.008853374049067497	-0.010539554990828037
MYH15	0.008847348392009735	0.02283575013279915
FAM181B	0.008846607059240341	-0.03411548584699631
HFM1	0.008845692500472069	-0.0100471256300807
DMBX1	0.00884292833507061	-0.023004839196801186
SGOL1	-0.008840561844408512	0.0010499635245651007
CILP2	0.00883670523762703	-0.02109188586473465
ABCG2	-0.00882880762219429	-0.0139108095318079
ZNF98	-0.008826684206724167	-0.03343307971954346
NELL1	0.008818070404231548	-0.052274931222200394
BRSK2	0.008816877380013466	0.01814260706305504
TMPRSS5	-0.008815255016088486	-0.012612584978342056
C18orf16	-0.008814483880996704	-0.010319718159735203
CYP4F3	-0.008808054029941559	-0.047407567501068115
CLDN1	0.008805887773633003	-0.009931671433150768
PNMAL2	0.008797472342848778	-0.026213089004158974
NEBL	0.008791339583694935	-0.010483975522220135
VSTM2A	-0.008787179365754128	-0.03776627406477928
CYP2S1	0.008783681318163872	0.003932164516299963
TSLP	0.008781000040471554	0.009428744204342365
PSAT1	0.008780707605183125	-0.010203923098742962
KCNJ16	0.008780086413025856	-0.00107177987229079
HIST1H2AE	-0.008778412826359272	0.004907241091132164
PADI2	-0.008776147849857807	0.01090969517827034
DAO	-0.008771644905209541	-0.009644612669944763
CCNJL	0.00876906979829073	-0.010433902963995934
LRRN3	0.00876112561672926	-0.007607846055179834
NPR3	0.008760243654251099	-0.00313095492310822
ALPI	-0.008755045011639595	0.04045860096812248
CDSN	-0.008752685971558094	0.00023437858908437192
RYR1	0.008750732988119125	-0.01500010583549738
NKAIN4	0.008727422915399075	-0.004819765686988831
LOC100131551	-0.008727316744625568	0.022788031026721
IQCA1	0.008720902726054192	-0.01800420880317688
RASAL1	0.008719869889318943	-0.0056499214842915535
CRTAM	-0.008706452324986458	-3.8176513044163585e-05
LRRTM4	0.008699178695678711	-0.025565102696418762
EGFL6	-0.008696017786860466	-0.020943181589245796
KCNG1	0.008693004958331585	-0.009073058143258095
ACTG2	-0.008690782822668552	-0.021985584869980812
SMTNL2	-0.008681578561663628	0.027611389756202698
ADH6	-0.0086742602288723	-0.028565961867570877
SEC14L2	-0.00866838451474905	-0.0033164741471409798
LGALS7	-0.008666206151247025	-0.016385337337851524
ZNF560	-0.008664055727422237	-0.042136386036872864
PAR5	0.008661766536533833	-0.02358110062777996
KCNK2	-0.00865966361016035	-0.021607516333460808
ENPP3	-0.008655562065541744	-0.0018114593112841249
RMRP	-0.008645368739962578	0.007508120033890009
WNT10A	0.008639691397547722	-0.014965948648750782
GPM6B	-0.008627844974398613	0.014417292550206184
MUC15	-0.008622972294688225	-0.05860193818807602
HCG4	0.008620252832770348	0.006822754628956318
COL11A2	0.008615630678832531	-0.007895994000136852
C3orf15	-0.008615287952125072	-0.02207421325147152
CCNO	0.00860866904258728	-0.007526667322963476
CPS1	-0.00860649161040783	-0.014671889133751392
LOC220594	-0.00860608834773302	-0.004729491658508778
EPB41L4B	0.008597771637141705	-0.0373159758746624
EHF	-0.00859252829104662	-0.03508909046649933
CXCL1	0.00859099067747593	0.027530789375305176
STOX2	0.008579074405133724	-0.011541162617504597
L1TD1	-0.008576820604503155	-0.019055798649787903
GJB3	0.00857280008494854	0.011831572279334068
SKAP1	-0.0085704131051898	-0.007292288355529308
LRRC4B	0.008567459881305695	-0.008688542060554028
PRIMA1	-0.00855821743607521	-0.026492279022932053
ODZ1	0.008555704727768898	-0.003691311925649643
CLDN10	-0.008554508909583092	-0.017246108502149582
ZBP1	-0.008553914725780487	0.01955658756196499
SLC29A4	0.008544044569134712	-0.001964881084859371
ADAMDEC1	-0.008526740595698357	-0.0006419320125132799
GSTO2	-0.008524389937520027	-0.00698938500136137
ZNF727	0.008522708900272846	-0.036395661532878876
NAT2	-0.008520734496414661	-0.014005987904965878
KIAA1257	-0.008520611561834812	-0.022961517795920372
PLCH1	-0.008516435511410236	0.025602735579013824
PRKCG	-0.008512286469340324	0.004927963018417358
PARM1	0.008507834747433662	-0.011363396421074867
HRK	-0.008503037504851818	-0.02274128422141075
C10orf116	-0.00849982164800167	-0.00604596920311451
HIST1H2BG	-0.008495844900608063	0.0005590676446445286
KCNE1	-0.008495710790157318	-0.018597377464175224
FOSB	0.008484979160130024	0.01647256687283516
RDH16	-0.008480611257255077	-0.029921136796474457
SERPINF2	-0.008476736024022102	-0.006167797837406397
FAM107A	-0.008470458909869194	-0.02307627536356449
C20orf26	-0.008469607681035995	-0.015791410580277443
CCDC68	0.008466934785246849	0.021895138546824455
UCA1	-0.008459366858005524	0.011774495244026184
PCDHA4	0.008458759635686874	-0.03131531551480293
NDC80	-0.008456358686089516	0.0004526224220171571
TBX5	-0.008455225266516209	-0.0055207242257893085
TMPRSS4	0.008454508148133755	-0.03571999445557594
KCTD16	0.008441773243248463	0.007884745486080647
DLX6	0.008441625162959099	-0.0258649755269289
SCML4	0.008441095240414143	0.027351681143045425
SPC24	-0.00844074971973896	-0.008533546701073647
C6orf141	-0.008439188823103905	-0.009937968105077744
GNG4	0.008434039540588856	0.010904019698500633
GREB1L	0.008429430425167084	-0.002570471726357937
CELF3	-0.008424198254942894	0.004800803959369659
SNCG	-0.008422143757343292	-0.03358054906129837
SELP	-0.008410862646996975	-0.009635756723582745
F3	0.008406797423958778	0.00782601349055767
LY6G6C	-0.008406457491219044	-0.029388705268502235
LILRA4	-0.00840306468307972	-0.006186909973621368
SPACA4	-0.008390949107706547	-0.0028541123028844595
CRB1	-0.008389635942876339	-0.010003875941038132
MUC2	-0.008388306014239788	-0.02183467335999012
PAPPA2	0.008384142071008682	-0.012562495656311512
KCNA2	0.008380270563066006	-0.014521314762532711
ALS2CL	0.008379519917070866	-0.007642010226845741
GRAMD1B	0.008374935016036034	0.0020792342256754637
CACNA2D2	0.008370568975806236	-0.021028855815529823
TMEM145	-0.008362654596567154	-0.015764446929097176
AOX1	-0.008358797058463097	-0.009930534288287163
ARHGAP28	0.008356915786862373	-0.012721287086606026
RNF165	0.008348380215466022	-0.04246143251657486
SSTR1	0.00834234431385994	-0.005119403824210167
ICAM5	0.008340916596353054	-0.016443680971860886
FAM196A	-0.008339268155395985	-0.02417702227830887
SMOC1	0.00833403691649437	-0.008737732656300068
RAB25	-0.008330333046615124	-0.03849990665912628
P2RY8	-0.00832292065024376	-0.0039819832891225815
OVOL1	-0.008307741954922676	0.03684578090906143
CDH16	0.008306878618896008	0.026410570368170738
SLITRK6	-0.00830515194684267	-0.032439783215522766
TMPRSS11A	-0.008304232731461525	0.01807870902121067
TMC5	-0.008294378407299519	-0.01338548306375742
EGF	-0.008292739279568195	-0.009600221179425716
MAGED4	0.008283545263111591	-0.0330866314470768
MYO3B	-0.008272266015410423	-0.06328756362199783
CA12	-0.008268575184047222	-0.012050877325236797
FOXA2	0.008266260847449303	-0.006836987100541592
SYT12	-0.008256393484771252	-0.002164221368730068
PPP1R14D	-0.008256074041128159	0.003706784453243017
GJB6	0.00825493037700653	0.0004917741753160954
ADAMTSL3	0.008249280974268913	-0.029671087861061096
CITED4	-0.00824336800724268	0.002314957557246089
STAP1	-0.00823742151260376	-0.015801580622792244
ANO1	-0.008234633132815361	-0.005350811406970024
UPK1A	-0.008233503438532352	-0.014199371449649334
PREX2	-0.008226335979998112	-0.024390602484345436
SGPP2	0.008210641331970692	4.749363142764196e-05
LMO1	0.008210632018744946	-0.044929418712854385
LGR5	0.008197306655347347	-0.023245345801115036
VWCE	-0.008194074966013432	-0.007992635481059551
LIPG	0.008192701265215874	0.0004811018006876111
GCNT3	0.008187972940504551	-0.001298019546084106
MAPK4	0.00818287581205368	-0.03351046144962311
JAKMIP2	0.008171421475708485	-0.04721321165561676
SYNPR	0.008168797940015793	0.0049541546031832695
CDKL5	0.008168076165020466	0.007671368308365345
POU3F2	0.008155577816069126	-0.02342834323644638
EFCAB1	-0.008155550807714462	-0.00232397741638124
PCDHAC1	0.008151032961905003	-0.04344874247908592
EXTL1	-0.008145518600940704	-0.011198705062270164
CRHR1	-0.008142923936247826	-0.0686456710100174
CXCL13	-0.008140751160681248	0.0073117446154356
C9orf24	-0.008134265430271626	-0.018077624961733818
NCAN	-0.008129267022013664	-0.03552023321390152
FRK	-0.008119565434753895	-0.004444773308932781
GRHL2	-0.00811798870563507	-0.029845962300896645
FZD9	0.008112585172057152	0.009089889004826546
MN1	0.008110884577035904	0.002416394418105483
ANO3	-0.0081044165417552	-0.03312185779213905
PNMA3	0.008102492429316044	0.006819496396929026
MAG	-0.008094815537333488	-0.02736140973865986
MFAP5	-0.008094600401818752	-0.015133234672248363
IGSF21	-0.008093801327049732	-0.017482060939073563
TUBA4B	-0.008087430149316788	-0.016054464504122734
SH3RF2	0.008077163249254227	0.011086264625191689
TMEM45B	0.008075694553554058	-0.032549235969781876
WNT10B	0.008074727840721607	0.002514778869226575
SDK2	0.008072415366768837	-0.020310908555984497
ENPEP	-0.008064028806984425	-0.0010099658975377679
C20orf54	-0.008058943785727024	-0.005729160737246275
ABLIM2	0.008057248778641224	0.006166225299239159
TDO2	-0.008042990230023861	-0.03452325612306595
